happiness,cond,Vsafe,riskyHi,riskyLo,choseRisky,subjectWon,partnerWon,rewardSubj,rewardPart,subject,EV,ineq,ineqAdv,ineqDisadv,sRPE,pRPE,subjDecided,socialTrial
-0.930022290792962,1,0.3,1.26,0,1,0,1,0,1.26,1,0.63,1,NaN,1,-0.63,0.63,1,1
-1.08416963180837,2,0,0.25,-0.13,1,1,0,0.25,-0.13,1,0.06,1,1,NaN,0.19,-0.19,0,1
-1.54661165485459,1,0,0.15,-0.15,1,0,1,-0.15,0.15,1,0,1,NaN,1,-0.15,0.15,1,1
0.45730377834571,1,0.3,1.26,0,1,1,0,1.26,0,1,0.63,1,1,NaN,0.63,-0.63,1,1
-1.23831697282378,1,0,0.75,-0.67,1,0,0,-0.67,-0.67,1,0.04,0,NaN,NaN,-0.71,-0.71,1,1
-0.467580267746738,2,-0.15,0,-0.25,1,1,0,0,-0.25,1,-0.125,1,1,NaN,0.125,-0.125,0,1
-1.39246431383919,1,0.15,0.27,0,1,0,1,0,0.27,1,0.135,1,NaN,1,-0.135,0.135,1,1
1.12565986816961,2,-0.15,0,-0.27,1,1,1,0,0,1,-0.135,0,0,0,0.135,0.135,0,1
-2.59348066543043,1,0,0.4,-0.4,1,0,1,-0.4,0.4,1,0,1,NaN,1,-0.4,0.4,1,1
0.00991770808960007,2,0,0.25,-0.09,1,0,0,-0.09,-0.09,1,0.08,0,NaN,NaN,-0.17,-0.17,0,1
-1.32897288400641,2,0.2,0.56,0,1,0,1,0,0.56,1,0.28,1,NaN,1,-0.28,0.28,0,1
0.604980193465606,1,0,0.55,-0.35,1,1,0,0.55,-0.35,1,0.1,1,1,NaN,0.45,-0.45,1,1
1.12565986816961,2,-0.1,0,-0.18,1,1,1,0,0,1,-0.09,0,0,0,0.09,0.09,0,1
0.604980193465606,2,-0.2,0,-0.34,1,1,0,0,-0.34,1,-0.17,1,1,NaN,0.17,-0.17,0,1
0.307448950777603,2,0.2,0.63,0,1,1,0,0.63,0,1,0.315,1,1,NaN,0.315,-0.315,0,1
-1.62650412669442,2,0.1,0.36,0,1,0,0,0,0,1,0.18,0,NaN,NaN,-0.18,-0.18,0,1
0.604980193465606,2,0,0.25,-0.19,1,1,1,0.25,0.25,1,0.03,0,0,0,0.22,0.22,0,1
-0.893810341533324,2,0.15,0.42,0,1,0,1,0,0.42,2,0.21,1,NaN,1,-0.21,0.21,0,1
0.888409674817111,1,0.2,0.44,0,1,1,1,0.44,0.44,2,0.22,0,0,0,0.22,0.22,1,1
-0.569770338560518,1,0.1,0.28,0,1,0,0,0,0,2,0.14,0,NaN,NaN,-0.14,-0.14,1,1
0.240329668871498,2,-0.25,0,-0.46,1,0,0,-0.46,-0.46,2,-0.23,0,NaN,NaN,-0.23,-0.23,0,1
-1.78492034970854,1,-0.3,0,-0.84,1,0,0,-0.84,-0.84,2,-0.42,0,NaN,NaN,-0.42,-0.42,1,1
0.240329668871498,1,0,0.15,-0.08,1,0,0,-0.08,-0.08,2,0.035,0,NaN,NaN,-0.115,-0.115,1,1
-1.37987034599253,1,0.3,0.74,0,1,1,0,0.74,0,2,0.37,1,1,NaN,0.37,-0.37,1,1
-0.407750337074115,1,0,0.15,-0.03,1,1,0,0.15,-0.03,2,0.06,1,1,NaN,0.09,-0.09,1,1
-0.0837103341013084,1,0,0.55,-0.28,1,1,0,0.55,-0.28,2,0.135,1,1,NaN,0.415,-0.415,1,1
-0.0837103341013084,2,0,0.75,-0.48,1,1,0,0.75,-0.48,2,0.135,1,1,NaN,0.615,-0.615,0,1
-0.0837103341013084,1,0,0.75,-0.48,1,1,0,0.75,-0.48,2,0.135,1,1,NaN,0.615,-0.615,1,1
-0.279589045203831,1,0,0.15,-0.17,1,0,0,-0.17,-0.17,2,-0.01,0,NaN,NaN,-0.16,-0.16,1,1
0.250158619392901,2,0,0.25,-0.16,1,1,0,0.25,-0.16,2,0.045,1,1,NaN,0.205,-0.205,0,1
-0.279589045203831,1,0,0.55,-0.11,1,0,0,-0.11,-0.11,2,0.22,0,NaN,NaN,-0.33,-0.33,1,1
0.0735760645273239,1,0.1,0.22,0,1,0,1,0,0.22,2,0.11,1,NaN,1,-0.11,0.11,1,1
-0.456171600069409,1,0.15,0.37,0,1,0,0,0,0,2,0.185,0,NaN,NaN,-0.185,-0.185,1,1
-2.48687098102355,1,0.3,1.26,0,1,0,0,0,0,2,0.63,0,NaN,NaN,-0.63,-0.63,1,1
-0.103006490338254,2,0.15,0.33,0,1,0,1,0,0.33,2,0.165,1,NaN,1,-0.165,0.165,0,1
1.92769289061589,1,0.3,0.95,0,1,1,1,0.95,0.95,2,0.475,0,0,0,0.475,0.475,1,1
1.48623650345194,2,0,0.4,-0.36,1,1,1,0.4,0.4,2,0.02,0,0,0,0.38,0.38,0,1
0.0735760645273239,2,0,0.4,-0.08,1,1,1,0.4,0.4,2,0.16,0,0,0,0.24,0.24,0,1
0.426741174258479,1,0.3,0.74,0,1,0,1,0,0.74,2,0.37,1,NaN,1,-0.37,0.37,1,1
-1.16250181953172,1,0.3,0.55,0,1,0,0,0,0,2,0.275,0,NaN,NaN,-0.275,-0.275,1,1
1.92769289061589,1,0,0.4,-0.44,1,1,1,0.4,0.4,2,-0.02,0,0,0,0.42,0.42,1,1
1.93777500984906,2,0.3,0.84,0,1,0,1,0,0.84,3,0.42,1,NaN,1,-0.42,0.42,0,1
0.585838956465994,2,0.2,0.84,0,1,0,1,0,0.84,3,0.42,1,NaN,1,-0.42,0.42,0,1
-0.0901290702255372,1,0.1,0.5,0,1,0,1,0,0.5,3,0.25,1,NaN,1,-0.25,0.25,1,1
0.585838956465994,2,0.1,0.28,0,1,1,1,0.28,0.28,3,0.14,0,0,0,0.14,0.14,0,1
1.26180698315753,1,-0.2,0,-0.44,1,1,1,0,0,3,-0.22,0,0,0,0.22,0.22,1,1
1.93777500984906,2,0.15,0.75,0,1,1,1,0.75,0.75,3,0.375,0,0,0,0.375,0.375,0,1
1.26180698315753,1,0,0.4,-0.14,1,1,0,0.4,-0.14,3,0.13,1,1,NaN,0.27,-0.27,1,1
-1.4420651236086,2,0,0.75,-0.58,1,0,1,-0.58,0.75,3,0.085,1,NaN,1,-0.665,0.665,0,1
-0.145491866479466,2,0,0.75,-0.26,1,0,1,-0.26,0.75,3,0.245,1,NaN,1,-0.505,0.505,0,1
1.3094267983152,2,0.3,0.95,0,1,1,0,0.95,0,3,0.475,1,1,NaN,0.475,-0.475,0,1
